name,count,count_2012,names
Loleatha,15,58.0,Loleatha
Zyia,65,58.0,Zyia
Latrivia,34,58.0,Latrivia
Orquidea,43,58.0,Orquidea
Takeyia,35,58.0,Takeyia
Perma,12,58.0,Perma
Soveida,10,58.0,Soveida
Quinnisha,43,58.0,Quinnisha
Dmia,51,58.0,Dmia
Elainea,32,58.0,Elainea
Afifa,51,58.0,Afifa
Dmiya,58,58.0,Dmiya
Taifa,25,58.0,Taifa
Arieyana,53,58.0,Arieyana
Kayshia,42,58.0,Kayshia
Keiyanna,48,58.0,Keiyanna
Fleshia,24,58.0,Fleshia
Arnelda,10,58.0,Arnelda
Saquita,35,58.0,Saquita
Dienna,16,58.0,Dienna
Lavinda,17,58.0,Lavinda
Illyria,57,58.0,Illyria
Tyniya,64,58.0,Tyniya
Massa,59,58.0,Massa
Shaunya,40,58.0,Shaunya
Saquana,32,58.0,Saquana
Tihanna,62,58.0,Tihanna
Tytiyana,51,58.0,Tytiyana
Mckendra,52,58.0,Mckendra
Kyela,53,58.0,Kyela
Timmya,61,58.0,Timmya
Shykira,56,58.0,Shykira
Delrita,17,58.0,Delrita
Kentra,33,58.0,Kentra
Alaysa,48,58.0,Alaysa
Kwanisha,41,58.0,Kwanisha
Anivea,56,58.0,Anivea
Yecica,48,58.0,Yecica
Tahia,49,58.0,Tahia
Laelia,58,58.0,Laelia
Ymelda,22,58.0,Ymelda
Delica,16,58.0,Delica
Antoniya,52,58.0,Antoniya
Wyonda,10,58.0,Wyonda
Laiana,60,58.0,Laiana
Marysia,30,58.0,Marysia
Fanya,24,58.0,Fanya
Raionna,60,58.0,Raionna
Kenlea,57,58.0,Kenlea
Deasya,51,58.0,Deasya
Carsandra,17,57.0,Carsandra
Kentoria,39,57.0,Kentoria
Franzetta,15,57.0,Franzetta
Anabia,57,57.0,Anabia
Lucreta,10,57.0,Lucreta
Wanema,10,57.0,Wanema
Kelinda,23,57.0,Kelinda
Taiasha,28,57.0,Taiasha
Falonda,25,57.0,Falonda
Annajulia,53,57.0,Annajulia
Berlena,10,57.0,Berlena
Atonia,18,57.0,Atonia
Annaclara,56,57.0,Annaclara
Katresa,24,57.0,Katresa
Wilta,11,57.0,Wilta
Nevina,38,57.0,Nevina
Tampa,15,57.0,Tampa
Avona,30,57.0,Avona
Anijha,54,57.0,Anijha
Genisha,34,57.0,Genisha
Evonia,12,57.0,Evonia
Lavesta,10,57.0,Lavesta
Analiya,57,57.0,Analiya
Rynesha,44,57.0,Rynesha
Breanca,39,57.0,Breanca
Wera,10,57.0,Wera
Mashona,24,57.0,Mashona
Nikoleta,51,57.0,Nikoleta
Brayana,48,57.0,Brayana
Semika,30,57.0,Semika
Wilfreda,11,57.0,Wilfreda
Shema,35,57.0,Shema
Rovilla,11,57.0,Rovilla
Ambrianna,43,57.0,Ambrianna
Malindia,10,57.0,Malindia
Makda,50,57.0,Makda
Uzoamaka,40,57.0,Uzoamaka
Kseniya,56,57.0,Kseniya
Simora,60,57.0,Simora
Thada,11,57.0,Thada
Lisania,58,57.0,Lisania
Kwanna,27,57.0,Kwanna
Jaesha,46,57.0,Jaesha
Kyleigha,56,57.0,Kyleigha
Jakhya,54,57.0,Jakhya
Jaquela,41,57.0,Jaquela
Oceania,49,57.0,Oceania
Mylisha,42,57.0,Mylisha
Danaiya,56,57.0,Danaiya
Ohana,56,57.0,Ohana
Danara,39,57.0,Danara
Danesa,29,57.0,Danesa
Kristanna,52,57.0,Kristanna
Deidria,18,57.0,Deidria
Quinterra,46,57.0,Quinterra
Dolena,10,57.0,Dolena
Oshea,44,57.0,Oshea
Quentella,23,57.0,Quentella
Dovetta,16,57.0,Dovetta
Laguita,27,57.0,Laguita
Eeva,57,57.0,Eeva
Jacquia,33,57.0,Jacquia
Mahitha,57,57.0,Mahitha
Thedra,15,57.0,Thedra
Shelea,32,57.0,Shelea
Ivena,10,57.0,Ivena
Denyla,55,57.0,Denyla
Providenza,11,57.0,Providenza
Tyquana,45,57.0,Tyquana
Ineva,11,57.0,Ineva
Shrina,49,57.0,Shrina
Coralia,41,57.0,Coralia
Vessica,33,57.0,Vessica
Chamiya,54,57.0,Chamiya
Alvertia,10,57.0,Alvertia
Shoniqua,41,57.0,Shoniqua
Vernola,10,57.0,Vernola
Jesa,48,57.0,Jesa
Celedonia,10,57.0,Celedonia
Golena,11,57.0,Golena
Jessicka,38,57.0,Jessicka
Treona,47,57.0,Treona
Catrenia,20,57.0,Catrenia
Chinna,38,57.0,Chinna
Malora,20,57.0,Malora
Jeriesha,34,57.0,Jeriesha
Jermaya,55,57.0,Jermaya
Chalea,36,56.0,Chalea
Oneyda,48,56.0,Oneyda
Dezha,41,56.0,Dezha
Voneta,11,56.0,Voneta
Eiliana,38,56.0,Eiliana
Tyrihanna,60,56.0,Tyrihanna
Tulsa,21,56.0,Tulsa
Shekema,30,56.0,Shekema
Ashrita,53,56.0,Ashrita
Ishara,43,56.0,Ishara
Hawanya,22,56.0,Hawanya
Vincenzia,11,56.0,Vincenzia
Donaciana,10,56.0,Donaciana
Kenra,30,56.0,Kenra
Archita,53,56.0,Archita
Carneisha,39,56.0,Carneisha
Taska,24,56.0,Taska
Carshena,30,56.0,Carshena
Tashieka,35,56.0,Tashieka
Keneesha,37,56.0,Keneesha
Aricia,32,56.0,Aricia
Arriyanna,50,56.0,Arriyanna
Rhaya,58,56.0,Rhaya
Quintoria,38,56.0,Quintoria
Cearia,41,56.0,Cearia
Oyindamola,57,56.0,Oyindamola
Erisa,50,56.0,Erisa
Ivannia,48,56.0,Ivannia
Janaa,52,56.0,Janaa
Grabriela,37,56.0,Grabriela
Shandrica,32,56.0,Shandrica
Teerica,44,56.0,Teerica
Lillyauna,56,56.0,Lillyauna
Tanyeka,26,56.0,Tanyeka
Tangila,22,56.0,Tangila
Liliahna,57,56.0,Liliahna
Taneja,52,56.0,Taneja
Varvara,53,56.0,Varvara
Bethenia,10,56.0,Bethenia
Shakenia,32,56.0,Shakenia
Janeia,39,56.0,Janeia
Kanitha,30,56.0,Kanitha
Denaysia,51,56.0,Denaysia
Jahaida,28,56.0,Jahaida
Shanterrica,45,56.0,Shanterrica
Audreena,56,56.0,Audreena
Jonnita,26,56.0,Jonnita
Tyyonna,59,56.0,Tyyonna
Cairra,40,56.0,Cairra
Glennisha,41,56.0,Glennisha
Martiana,50,56.0,Martiana
Soma,44,56.0,Soma
Linnetta,15,56.0,Linnetta
Ayrica,38,56.0,Ayrica
Taquanda,37,56.0,Taquanda
Nazira,56,56.0,Nazira
Yowanda,23,56.0,Yowanda
Laciana,24,56.0,Laciana
Lakeema,35,56.0,Lakeema
Saia,62,56.0,Saia
Akansha,49,56.0,Akansha
Mickenna,51,56.0,Mickenna
Ryesha,41,56.0,Ryesha
Mayoma,10,56.0,Mayoma
Zobeida,26,56.0,Zobeida
Safiyya,54,56.0,Safiyya
Allissia,37,56.0,Allissia
Sathvika,59,56.0,Sathvika
Sulinda,15,56.0,Sulinda
Accalia,52,56.0,Accalia
Lakeicha,26,56.0,Lakeicha
Starrla,44,56.0,Starrla
Samyukta,58,56.0,Samyukta
Kimoria,56,56.0,Kimoria
Michalea,45,56.0,Michalea
Allisandra,48,56.0,Allisandra
Abrionna,49,56.0,Abrionna
Zenoba,12,56.0,Zenoba
Alisya,47,56.0,Alisya
Ahsha,40,56.0,Ahsha
Sahmya,59,56.0,Sahmya
Alira,53,56.0,Alira
Jahla,48,55.0,Jahla
Shelana,29,55.0,Shelana
Cathia,34,55.0,Cathia
Santeria,40,55.0,Santeria
Shantiqua,41,55.0,Shantiqua
Byra,10,55.0,Byra
Iridessa,55,55.0,Iridessa
Xzaria,58,55.0,Xzaria
Shyia,62,55.0,Shyia
Taquasia,44,55.0,Taquasia
Deyaneira,52,55.0,Deyaneira
Milbra,11,55.0,Milbra
Autiana,48,55.0,Autiana
Samoria,58,55.0,Samoria
Khalaya,52,55.0,Khalaya
Lyasia,48,55.0,Lyasia
Tavita,34,55.0,Tavita
Subrenia,18,55.0,Subrenia
Raneka,38,55.0,Raneka
Davesha,40,55.0,Davesha
Shaianna,45,55.0,Shaianna
Syma,10,55.0,Syma
Keydra,35,55.0,Keydra
Girolama,10,55.0,Girolama
Treca,21,55.0,Treca
Selba,10,55.0,Selba
Laquila,31,55.0,Laquila
Marietha,14,55.0,Marietha
Tristana,25,55.0,Tristana
Indyia,50,55.0,Indyia
Vondella,13,55.0,Vondella
Jonta,33,55.0,Jonta
Shanteka,36,55.0,Shanteka
Juliona,53,55.0,Juliona
Bryseida,53,55.0,Bryseida
Nashaya,56,55.0,Nashaya
Kynia,52,55.0,Kynia
Jorga,55,55.0,Jorga
Breonca,38,55.0,Breonca
Markieta,33,55.0,Markieta
Emera,51,55.0,Emera
Onnika,55,55.0,Onnika
Jwana,22,55.0,Jwana
Roshundra,34,55.0,Roshundra
Enita,15,55.0,Enita
Kymara,55,55.0,Kymara
Saraphina,61,55.0,Saraphina
Tinishia,29,55.0,Tinishia
Jda,54,55.0,Jda
Marqueisha,42,55.0,Marqueisha
Sadina,30,55.0,Sadina
Sephra,40,55.0,Sephra
Khamia,55,55.0,Khamia
Measia,56,55.0,Measia
Numa,55,55.0,Numa
Azaylia,56,55.0,Azaylia
Naioma,10,55.0,Naioma
Raylena,39,55.0,Raylena
Znya,63,55.0,Znya
Anwitha,55,55.0,Anwitha
Sesha,36,55.0,Sesha
Lanta,10,55.0,Lanta
Melsa,9,55.0,Melsa
Jaylianna,55,55.0,Jaylianna
Lorria,16,55.0,Lorria
Shaqualla,41,55.0,Shaqualla
Teionna,54,55.0,Teionna
Neasha,42,55.0,Neasha
Seqouia,42,55.0,Seqouia
Kejuana,35,55.0,Kejuana
Starkesha,35,55.0,Starkesha
Luvera,10,55.0,Luvera
Charlana,27,55.0,Charlana
Humna,50,55.0,Humna
Laderricka,46,55.0,Laderricka
Kristara,35,55.0,Kristara
Kiowa,49,55.0,Kiowa
Latazia,43,55.0,Latazia
Rasheika,35,55.0,Rasheika
Arnelia,11,55.0,Arnelia
Melisaa,27,55.0,Melisaa
Armena,10,55.0,Armena
Zakiyya,39,55.0,Zakiyya
Moina,10,55.0,Moina
Chauntia,32,55.0,Chauntia
Vanella,10,55.0,Vanella
Georgietta,10,55.0,Georgietta
Hawraa,52,54.0,Hawraa
Bianica,33,54.0,Bianica
Naporsha,38,54.0,Naporsha
Nikeeta,29,54.0,Nikeeta
Shenetra,30,54.0,Shenetra
Basheba,24,54.0,Basheba
Ahmira,50,54.0,Ahmira
Inona,10,54.0,Inona
Kamarra,54,54.0,Kamarra
Shanoa,38,54.0,Shanoa
Nikhila,52,54.0,Nikhila
Timitra,23,54.0,Timitra
Ilima,30,54.0,Ilima
Sidna,10,54.0,Sidna
Nacona,34,54.0,Nacona
Andrica,33,54.0,Andrica
Shamiqua,39,54.0,Shamiqua
Quineisha,40,54.0,Quineisha
Earlina,11,54.0,Earlina
Leissa,16,54.0,Leissa
Ianthia,11,54.0,Ianthia
Anaika,51,54.0,Anaika
Melzina,10,54.0,Melzina
Kitra,38,54.0,Kitra
Korla,12,54.0,Korla
Janaeya,51,54.0,Janaeya
Tearesa,16,54.0,Tearesa
Shakota,45,54.0,Shakota
Ohanna,55,54.0,Ohanna
Rashita,33,54.0,Rashita
Charnessa,23,54.0,Charnessa
Leura,10,54.0,Leura
Daretta,13,54.0,Daretta
Darinka,47,54.0,Darinka
Daijia,40,54.0,Daijia
Latinya,23,54.0,Latinya
Nataysha,43,54.0,Nataysha
Venessia,17,54.0,Venessia
Natayla,56,54.0,Natayla
Liduvina,25,54.0,Liduvina
Alizandra,50,54.0,Alizandra
Shaketia,30,54.0,Shaketia
Javionna,53,54.0,Javionna
Cossandra,20,54.0,Cossandra
Lataija,44,54.0,Lataija
Cretia,17,54.0,Cretia
Vennela,57,54.0,Vennela
Zanasia,62,54.0,Zanasia
Jaylissa,54,54.0,Jaylissa
Chyra,43,54.0,Chyra
Allondra,40,54.0,Allondra
Jacquella,34,54.0,Jacquella
Zehava,51,54.0,Zehava
Demetriana,51,54.0,Demetriana
Aizza,49,54.0,Aizza
Nixola,6,54.0,Nixola
Ivona,41,54.0,Ivona
Itzabella,54,54.0,Itzabella
Uleta,10,54.0,Uleta
Makhala,48,54.0,Makhala
Dasya,43,54.0,Dasya
Reynelda,29,54.0,Reynelda
Makaria,52,54.0,Makaria
Schronda,25,54.0,Schronda
Carmena,11,54.0,Carmena
Uretta,10,54.0,Uretta
Rheeta,9,54.0,Rheeta
Catiana,41,54.0,Catiana
Lesandra,29,54.0,Lesandra
Dhiya,55,54.0,Dhiya
Eutimia,10,54.0,Eutimia
Kateryna,49,54.0,Kateryna
Yariza,55,54.0,Yariza
Arteria,38,54.0,Arteria
Lakiea,30,54.0,Lakiea
Kaprisha,38,54.0,Kaprisha
Pernia,10,54.0,Pernia
Shaneria,35,54.0,Shaneria
Talesa,37,54.0,Talesa
Lydea,50,54.0,Lydea
Matoya,31,54.0,Matoya
Minica,28,54.0,Minica
Trevina,27,54.0,Trevina
Saaya,56,54.0,Saaya
Saadiya,55,54.0,Saadiya
Phiona,59,54.0,Phiona
Azania,37,54.0,Azania
Rynda,18,54.0,Rynda
Lakinya,27,54.0,Lakinya
Yanisa,62,54.0,Yanisa
Maylia,55,54.0,Maylia
Paulia,15,54.0,Paulia
Aala,48,54.0,Aala
Philadelphia,34,54.0,Philadelphia
Azaya,52,54.0,Azaya
Shawonna,29,54.0,Shawonna
Rubicela,36,54.0,Rubicela
Tamesa,24,54.0,Tamesa
Kashea,36,54.0,Kashea
Laterika,36,53.0,Laterika
Geetika,50,53.0,Geetika
Shandia,27,53.0,Shandia
Juretta,10,53.0,Juretta
Vayla,56,53.0,Vayla
Ralna,24,53.0,Ralna
Brenesha,37,53.0,Brenesha
Alaria,46,53.0,Alaria
Breonda,37,53.0,Breonda
Mareda,10,53.0,Mareda
Thala,10,53.0,Thala
Mekiya,50,53.0,Mekiya
Warna,11,53.0,Warna
Tyquesha,42,53.0,Tyquesha
Fabiha,48,53.0,Fabiha
Avabella,53,53.0,Avabella
Nakedra,33,53.0,Nakedra
Vonzetta,17,53.0,Vonzetta
Yvana,60,53.0,Yvana
Uda,11,53.0,Uda
Jonikka,21,53.0,Jonikka
Janaea,43,53.0,Janaea
Ometa,10,53.0,Ometa
Lennora,11,53.0,Lennora
Noveta,11,53.0,Noveta
Deldra,16,53.0,Deldra
Parthina,11,53.0,Parthina
Larya,53,53.0,Larya
Audia,35,53.0,Audia
Shanterra,36,53.0,Shanterra
Yurianna,57,53.0,Yurianna
Jamiela,28,53.0,Jamiela
Niria,32,53.0,Niria
Varinia,18,53.0,Varinia
Emalina,52,53.0,Emalina
Eretta,10,53.0,Eretta
Jea,16,53.0,Jea
Leonilla,10,53.0,Leonilla
Mickela,38,53.0,Mickela
Landrea,33,53.0,Landrea
Josha,28,53.0,Josha
Itaska,10,53.0,Itaska
Elliona,53,53.0,Elliona
Shuwanda,26,53.0,Shuwanda
Aquira,44,53.0,Aquira
Patarica,16,53.0,Patarica
Taleena,39,53.0,Taleena
Oleavia,11,53.0,Oleavia
Jashauna,45,53.0,Jashauna
Nijia,39,53.0,Nijia
Margetta,11,53.0,Margetta
Karitza,39,53.0,Karitza
Trasha,29,53.0,Trasha
Dnyla,52,53.0,Dnyla
Bisceglia,26,53.0,Bisceglia
Barbarba,11,53.0,Barbarba
Uta,15,53.0,Uta
Reesheda,23,53.0,Reesheda
Mikalya,52,53.0,Mikalya
Heneretta,10,53.0,Heneretta
Keedra,26,53.0,Keedra
Sophrona,11,53.0,Sophrona
Oliana,59,53.0,Oliana
Mionna,54,53.0,Mionna
Keerica,40,53.0,Keerica
Hakima,29,53.0,Hakima
Torriana,53,53.0,Torriana
Verdina,16,53.0,Verdina
Tierza,47,53.0,Tierza
Luecinda,10,53.0,Luecinda
Kahliya,51,53.0,Kahliya
Ziza,57,53.0,Ziza
Maiesha,34,52.0,Maiesha
Nekeidra,23,52.0,Nekeidra
Lauana,11,52.0,Lauana
Amaja,44,52.0,Amaja
Keesa,27,52.0,Keesa
Letosha,24,52.0,Letosha
Kimbella,52,52.0,Kimbella
Jerona,15,52.0,Jerona
Mariabella,52,52.0,Mariabella
Takishia,26,52.0,Takishia
Picola,10,52.0,Picola
Giulliana,51,52.0,Giulliana
Jhenna,43,52.0,Jhenna
Shashona,25,52.0,Shashona
Aleacia,32,52.0,Aleacia
Shurla,17,52.0,Shurla
Aleitha,6,52.0,Aleitha
Reneasha,34,52.0,Reneasha
Phillicia,34,52.0,Phillicia
Darena,18,52.0,Darena
Erabella,52,52.0,Erabella
Nelvina,10,52.0,Nelvina
Asheena,29,52.0,Asheena
Charia,35,52.0,Charia
Zuha,60,52.0,Zuha
Desda,8,52.0,Desda
Yvonia,11,52.0,Yvonia
Nyota,24,52.0,Nyota
Alila,48,52.0,Alila
Lakelia,28,52.0,Lakelia
Tamiera,48,52.0,Tamiera
Khamaria,52,52.0,Khamaria
Tykeya,43,52.0,Tykeya
Titanna,43,52.0,Titanna
Tykeia,38,52.0,Tykeia
Sukaina,51,52.0,Sukaina
Nytasha,34,52.0,Nytasha
Morella,10,52.0,Morella
Chrystyna,25,52.0,Chrystyna
Nakoma,37,52.0,Nakoma
Richella,23,52.0,Richella
Juliea,40,52.0,Juliea
Timyra,53,52.0,Timyra
Veneita,11,52.0,Veneita
Cordasia,51,52.0,Cordasia
Turina,19,52.0,Turina
Laesha,34,52.0,Laesha
Alissha,27,52.0,Alissha
Kniya,49,52.0,Kniya
Dounia,43,52.0,Dounia
Marquida,29,52.0,Marquida
Tabiatha,23,52.0,Tabiatha
Clydetta,10,52.0,Clydetta
Zhaniya,61,52.0,Zhaniya
Kieya,47,52.0,Kieya
Briyona,41,52.0,Briyona
Jannica,28,52.0,Jannica
Yahdira,60,52.0,Yahdira
Shakiria,43,52.0,Shakiria
Shadaria,43,52.0,Shadaria
Vannetta,15,52.0,Vannetta
Najja,41,52.0,Najja
Namira,55,52.0,Namira
Shulonda,25,52.0,Shulonda
Arkesha,26,52.0,Arkesha
Shawntea,29,52.0,Shawntea
Denasha,40,52.0,Denasha
Georgeina,10,52.0,Georgeina
Rethea,11,52.0,Rethea
Aianna,48,52.0,Aianna
Marabella,52,52.0,Marabella
Kieonna,41,52.0,Kieonna
Rosemma,10,52.0,Rosemma
Markeitha,29,52.0,Markeitha
Runa,62,52.0,Runa
Devanna,37,52.0,Devanna
Kotina,20,51.0,Kotina
Trayana,45,51.0,Trayana
Vaughna,10,51.0,Vaughna
Kenysha,38,51.0,Kenysha
Jelessa,32,51.0,Jelessa
Abeeha,49,51.0,Abeeha
Shekeria,38,51.0,Shekeria
Gabreilla,45,51.0,Gabreilla
Anyra,49,51.0,Anyra
Ruweyda,52,51.0,Ruweyda
Zamoria,54,51.0,Zamoria
Kellisha,33,51.0,Kellisha
Leveria,10,51.0,Leveria
Vandelia,11,51.0,Vandelia
Tereska,17,51.0,Tereska
Patrinia,19,51.0,Patrinia
Sharya,53,51.0,Sharya
Arnela,43,51.0,Arnela
Danikka,44,51.0,Danikka
Natessa,27,51.0,Natessa
Sequena,29,51.0,Sequena
Tenequa,34,51.0,Tenequa
Solomia,58,51.0,Solomia
Liliauna,51,51.0,Liliauna
Maleika,29,51.0,Maleika
Vedra,20,51.0,Vedra
Garnieta,8,51.0,Garnieta
Lusila,27,51.0,Lusila
Luida,5,51.0,Luida
Rayza,40,51.0,Rayza
Syana,54,51.0,Syana
Travina,28,51.0,Travina
Algeria,32,51.0,Algeria
Alexiea,47,51.0,Alexiea
Jaylaa,50,51.0,Jaylaa
Prajna,52,51.0,Prajna
Taresha,32,51.0,Taresha
Marisia,29,51.0,Marisia
Airyonna,49,51.0,Airyonna
Dequana,34,51.0,Dequana
Azena,5,51.0,Azena
Oniya,51,51.0,Oniya
Quatesha,36,51.0,Quatesha
Lladira,32,51.0,Lladira
Nijha,43,51.0,Nijha
Saphyra,54,51.0,Saphyra
Audella,5,51.0,Audella
Demira,42,51.0,Demira
Amissa,21,51.0,Amissa
Mariessa,36,51.0,Mariessa
Ronecia,36,51.0,Ronecia
Narcedalia,26,51.0,Narcedalia
Timeca,24,51.0,Timeca
Theophila,10,51.0,Theophila
Markida,33,51.0,Markida
Diandria,31,51.0,Diandria
Nilaya,54,51.0,Nilaya
Jyana,48,51.0,Jyana
Kashiya,48,51.0,Kashiya
Anastazja,49,51.0,Anastazja
Trona,18,51.0,Trona
Kaimana,48,51.0,Kaimana
Donneshia,34,51.0,Donneshia
Zinna,22,51.0,Zinna
Karicia,45,51.0,Karicia
Elethia,15,51.0,Elethia
Briniya,49,51.0,Briniya
Brieona,38,51.0,Brieona
Devonta,36,51.0,Devonta
Tangella,22,51.0,Tangella
Omya,51,51.0,Omya
Leathea,10,51.0,Leathea
Anga,15,51.0,Anga
Ramola,10,51.0,Ramola
Tatasha,24,51.0,Tatasha
Delphenia,11,51.0,Delphenia
Deaundrea,33,51.0,Deaundrea
Qadira,45,51.0,Qadira
Cateena,19,51.0,Cateena
Darnika,32,51.0,Darnika
Margreta,10,51.0,Margreta
Centhia,14,51.0,Centhia
Azriella,50,51.0,Azriella
Talona,25,51.0,Talona
Kylla,47,51.0,Kylla
Tremya,58,51.0,Tremya
Rhondda,11,51.0,Rhondda
Kyauna,44,51.0,Kyauna
Treniya,60,51.0,Treniya
Silka,45,51.0,Silka
Joelisa,36,51.0,Joelisa
Shahada,38,51.0,Shahada
Catalaya,51,51.0,Catalaya
Astaria,47,51.0,Astaria
Tyasha,40,51.0,Tyasha
Ebunoluwa,48,51.0,Ebunoluwa
Quintera,40,50.0,Quintera
Quentasia,50,50.0,Quentasia
Agena,15,50.0,Agena
Santiana,52,50.0,Santiana
Ieda,8,50.0,Ieda
Jarrica,35,50.0,Jarrica
Lilana,51,50.0,Lilana
Shavetta,30,50.0,Shavetta
Dontia,36,50.0,Dontia
Oyinkansola,50,50.0,Oyinkansola
Galya,49,50.0,Galya
Lakeira,40,50.0,Lakeira
Jallisa,33,50.0,Jallisa
Enia,45,50.0,Enia
Unica,37,50.0,Unica
Jacquana,31,50.0,Jacquana
Nandika,51,50.0,Nandika
Shalitha,26,50.0,Shalitha
Eryanna,48,50.0,Eryanna
Patrocinia,10,50.0,Patrocinia
Denotra,17,50.0,Denotra
Susia,10,50.0,Susia
Natahlia,49,50.0,Natahlia
Jamayla,46,50.0,Jamayla
Lanaisha,46,50.0,Lanaisha
Deannia,17,50.0,Deannia
Jahnea,46,50.0,Jahnea
Shanovia,36,50.0,Shanovia
Lashyra,37,50.0,Lashyra
Inioluwa,50,50.0,Inioluwa
Lachaka,24,50.0,Lachaka
Corletta,14,50.0,Corletta
Lilijana,48,50.0,Lilijana
Geetha,23,50.0,Geetha
Laroya,29,50.0,Laroya
Shanquetta,34,50.0,Shanquetta
Cyinthia,13,50.0,Cyinthia
Shambrica,28,50.0,Shambrica
Adelicia,41,50.0,Adelicia
Tyshema,32,50.0,Tyshema
Farhiya,49,50.0,Farhiya
Thusnelda,10,50.0,Thusnelda
Aliahna,49,50.0,Aliahna
Tiniya,50,50.0,Tiniya
Solia,43,50.0,Solia
Vernessia,15,50.0,Vernessia
Marthana,11,50.0,Marthana
Azusa,32,50.0,Azusa
Angelinna,46,50.0,Angelinna
Kamirra,51,50.0,Kamirra
Kamarria,49,50.0,Kamarria
Netia,10,50.0,Netia
Bhavna,36,50.0,Bhavna
Bibianna,44,50.0,Bibianna
Kanosha,36,50.0,Kanosha
Kantina,20,50.0,Kantina
Naema,52,50.0,Naema
Yolandia,18,50.0,Yolandia
Sotera,17,50.0,Sotera
Nyaisa,47,50.0,Nyaisa
Xiamara,58,50.0,Xiamara
Chinetta,20,50.0,Chinetta
Ayeesha,29,50.0,Ayeesha
Nayonna,52,50.0,Nayonna
Rosalua,15,50.0,Rosalua
Nikkea,28,50.0,Nikkea
Braylea,49,50.0,Braylea
Marilia,28,50.0,Marilia
Lestina,16,50.0,Lestina
Noraida,21,50.0,Noraida
Vinna,15,50.0,Vinna
Tasmia,47,50.0,Tasmia
Shondia,21,50.0,Shondia
Symira,53,50.0,Symira
Rickeisha,36,50.0,Rickeisha
Melica,27,50.0,Melica
Breeya,43,50.0,Breeya
Breshauna,38,50.0,Breshauna
Sharida,30,50.0,Sharida
Brionca,34,50.0,Brionca
Sonrisa,32,50.0,Sonrisa
Symba,35,50.0,Symba
Takaiya,57,50.0,Takaiya
Tajiana,44,50.0,Tajiana
Ashanda,23,50.0,Ashanda
Clerissa,30,50.0,Clerissa
Lavondra,26,50.0,Lavondra
Annicka,46,50.0,Annicka
Knya,49,50.0,Knya
Aryaa,49,50.0,Aryaa
Allivia,48,50.0,Allivia
Tejuana,23,50.0,Tejuana
Ygnacia,10,50.0,Ygnacia
Nykeba,26,50.0,Nykeba
Malyia,49,50.0,Malyia
Semeka,26,50.0,Semeka
Shaquida,34,50.0,Shaquida
Klyda,10,50.0,Klyda
Taquia,29,49.0,Taquia
Rikiya,49,49.0,Rikiya
Tanyka,29,49.0,Tanyka
Joquita,21,49.0,Joquita
Tarna,29,49.0,Tarna
Shadava,25,49.0,Shadava
Tousha,20,49.0,Tousha
Gelina,47,49.0,Gelina
Issabela,48,49.0,Issabela
Devondra,35,49.0,Devondra
Wafaa,51,49.0,Wafaa
Necha,39,49.0,Necha
Shyonna,50,49.0,Shyonna
Kyala,40,49.0,Kyala
Miela,51,49.0,Miela
Senika,28,49.0,Senika
Marialuiza,48,49.0,Marialuiza
Kushana,23,49.0,Kushana
Yenia,37,49.0,Yenia
Senica,27,49.0,Senica
Shondreka,34,49.0,Shondreka
Ramisha,36,49.0,Ramisha
Kimyra,50,49.0,Kimyra
Amecia,27,49.0,Amecia
Johara,47,49.0,Johara
Caralina,49,49.0,Caralina
Litasha,25,49.0,Litasha
Rhyana,50,49.0,Rhyana
Merisha,34,49.0,Merisha
Lanyla,48,49.0,Lanyla
Shola,27,49.0,Shola
Peja,61,49.0,Peja
Kyasha,40,49.0,Kyasha
Caroleena,47,49.0,Caroleena
Ineshia,31,49.0,Ineshia
Aava,48,49.0,Aava
Fatiha,42,49.0,Fatiha
Lameca,22,49.0,Lameca
Primavera,27,49.0,Primavera
Leashia,30,49.0,Leashia
Eja,45,49.0,Eja
Tammica,25,49.0,Tammica
Talayla,51,49.0,Talayla
Sa,36,49.0,Sa
Emia,46,49.0,Emia
Auja,36,49.0,Auja
Auriella,49,49.0,Auriella
Suanna,22,49.0,Suanna
Asna,42,49.0,Asna
Elonna,46,49.0,Elonna
Glida,6,49.0,Glida
Tahmina,43,49.0,Tahmina
Nhia,32,49.0,Nhia
Edwana,12,49.0,Edwana
Latefa,28,49.0,Latefa
Yoshida,27,49.0,Yoshida
Abha,40,49.0,Abha
Tymeisha,41,49.0,Tymeisha
Lacresa,20,49.0,Lacresa
Mauresha,39,49.0,Mauresha
Brecca,30,49.0,Brecca
Lurinda,15,49.0,Lurinda
Landria,28,49.0,Landria
Fardowsa,47,49.0,Fardowsa
Raashida,27,49.0,Raashida
Ladeanna,15,49.0,Ladeanna
Beija,35,49.0,Beija
Abreana,39,49.0,Abreana
Leeda,27,49.0,Leeda
Duretta,11,49.0,Duretta
Marqita,28,49.0,Marqita
Yudelka,29,49.0,Yudelka
Laena,35,49.0,Laena
Abinaya,43,49.0,Abinaya
Shantisha,34,49.0,Shantisha
Chawana,19,49.0,Chawana
Aleata,17,49.0,Aleata
Verenda,17,49.0,Verenda
Rashetta,24,49.0,Rashetta
Salomea,10,49.0,Salomea
Renoda,26,49.0,Renoda
Jayleena,49,49.0,Jayleena
Olinka,21,49.0,Olinka
Remilda,10,49.0,Remilda
Dalea,29,49.0,Dalea
Nyanza,46,49.0,Nyanza
